game_id,critic_score,user_score
9788,,
9789,,
9790,,
9791,,
9792,8.2,8.1
9793,8.1,7.2
9794,5.0,
9795,7.2,7.2
9796,5.6,5.2
9797,2.0,
9798,,
9799,,
9800,7.0,
9801,,
9802,9.0,
9803,,
9804,7.3,6.5
9805,,
9806,7.2,
9807,7.9,
9808,,
9809,5.0,
9810,,
9811,6.2,
9812,,
9813,,
9814,,
9815,,
9816,8.3,
9817,8.7,
9818,6.6,
9819,5.5,
9820,8.1,
9821,8.3,
9822,3.5,
9823,,
9824,7.5,8.6
9825,,
9826,,
9827,,
9828,,
9829,5.9,4.6
9830,4.5,
9831,,
9832,,
9833,5.0,
9834,,
9835,,
9836,8.5,
9837,7.9,8.1
9838,,
9839,,
9840,,
9841,,
9842,,
9843,4.8,
9844,,
9845,8.5,
9846,5.4,
9847,8.3,3.6
9848,,
9849,7.8,
9850,,
9851,,
9852,3.0,
9853,,
9854,7.8,
9855,8.8,
9856,7.0,
9857,,
9858,2.0,
9859,,
9860,4.9,
9861,6.3,
9862,,
9863,8.1,
9864,5.3,
9865,,
9866,7.6,
9867,4.5,
9868,7.0,
9869,,
9870,4.4,
9871,,
9872,8.0,
9873,,
9874,8.0,
9875,8.5,
9876,7.1,6.0
9877,2.5,
9878,8.2,8.3
9879,,
9880,,
9881,,
9882,7.2,
9883,6.8,
9884,,
9885,8.0,7.9
9886,,
9887,7.5,
9888,7.7,4.7
9889,,
9890,8.0,
9891,,
9892,7.3,
9893,7.0,
9894,,
9895,,
9896,8.7,
9897,7.4,
9898,8.6,
9899,8.0,
9900,,
9901,6.5,
9902,,
9903,6.1,
9904,,
9905,,
9906,,
9907,,
9908,,
9909,,
9910,7.8,8.0
9911,,
9912,6.5,
9913,7.3,
9914,,
9915,,
9916,,
9917,,
9918,8.5,
9919,,
9920,,
9921,7.0,
9922,6.9,
9923,4.5,
9924,3.3,
9925,4.5,
9926,6.1,
9927,7.2,
9928,,
9929,6.9,8.1
9930,7.8,
9931,6.4,
9932,6.6,
9933,,
9934,5.5,
9935,7.2,6.7
9936,6.7,
9937,,
9938,,
9939,,
9940,,
9941,,
9942,,
9943,,
9944,5.8,
9945,8.1,7.9
9946,5.5,
9947,,
9948,,
9949,2.8,
9950,,
9951,8.4,
9952,3.5,
9953,,
9954,,
9955,,
9956,,
9957,7.0,
9958,,
9959,4.6,6.0
9960,,
9961,5.5,
9962,7.5,
9963,7.9,6.8
9964,,
9965,,
9966,,
9967,,
9968,7.1,6.3
9969,,
9970,7.0,
9971,7.6,7.2
9972,,
9973,5.0,
9974,9.1,
9975,8.4,8.5
9976,7.7,
9977,,
9978,,
9979,,
9980,7.2,
9981,,
9982,,
9983,4.8,
9984,,
9985,,
9986,4.7,
9987,8.3,
9988,8.2,
9989,,
9990,,
9991,6.1,
9992,,
9993,8.4,
9994,,
9995,,
9996,6.0,
9997,,
9998,,
9999,7.1,
10000,,
10001,6.9,
10002,,
10003,7.5,6.9
10004,,
10005,,
10006,,
10007,,
10008,7.8,
10009,,
10010,4.8,
10011,,
10012,8.0,7.8
10013,,
10014,,
10015,,
10016,,
10017,7.5,7.6
10018,5.4,
10019,,
10020,,
10021,7.0,
10022,8.0,
10023,,
10024,8.3,8.2
10025,8.3,
10026,,
10027,8.7,
10028,,
10029,,
10030,,
10031,7.1,6.3
10032,,
10033,6.5,
10034,4.5,5.7
10035,7.5,
10036,8.7,
10037,4.9,
10038,,
10039,7.7,5.8
10040,7.5,7.6
10041,,
10042,5.5,
10043,7.6,6.3
10044,8.0,
10045,,
10046,,
10047,,
10048,7.5,
10049,8.2,
10050,7.4,3.7
10051,,
10052,,
10053,5.9,
10054,7.2,
10055,,
10056,4.5,
10057,6.6,4.4
10058,8.0,
10059,7.5,
10060,7.7,
10061,5.5,
10062,,
10063,,
10064,,
10065,,
10066,,
10067,5.5,
10068,,
10069,6.3,
10070,,
10071,6.6,7.6
10072,,
10073,5.2,
10074,,
10075,9.0,
10076,,
10077,7.2,
10078,,
10079,8.1,
10080,,
10081,,
10082,,
10083,7.5,
10084,6.3,
10085,5.2,
10086,7.1,
10087,,
10088,9.0,7.0
10089,,
10090,,
10091,,
10092,4.5,
10093,,
10094,8.7,
10095,,
10096,,
10097,7.0,
10098,6.5,
10099,,
10100,3.3,
10101,6.1,6.8
10102,,
10103,8.7,
10104,7.7,7.6
10105,6.7,
10106,8.7,
10107,,
10108,6.9,
10109,,
10110,,
10111,8.2,
10112,8.0,
10113,,
10114,7.5,
10115,7.6,
10116,4.0,
10117,6.9,7.1
10118,7.7,7.7
10119,8.2,
10120,,
10121,,
10122,7.5,
10123,,
10124,7.5,6.8
10125,,
10126,6.6,
10127,,
10128,7.7,6.4
10129,,
10130,,
10131,,
10132,6.3,5.4
10133,,
10134,8.3,
10135,,
10136,,
10137,,
10138,6.4,
10139,8.8,
10140,6.0,
10141,,
10142,6.0,
10143,6.6,
10144,7.9,7.5
10145,4.3,5.8
10146,,
10147,7.6,7.5
10148,8.4,
10149,,
10150,,
10151,6.2,5.3
10152,,
10153,7.5,
10154,,
10155,8.0,
10156,4.5,
10157,,
10158,7.7,
10159,6.5,
10160,,
10161,,
10162,,
10163,6.0,
10164,,
10165,,
10166,7.8,
10167,6.5,
10168,3.5,
10169,,
10170,8.9,
10171,,
10172,,
10173,,
10174,3.7,
10175,,
10176,,
10177,8.2,8.2
10178,8.2,
10179,,
10180,,
10181,7.0,
10182,,
10183,7.6,
10184,,
10185,,
10186,8.7,
10187,,
10188,7.8,
10189,4.8,7.2
10190,7.4,
10191,,
10192,8.1,8.4
10193,6.0,
10194,5.6,
10195,,
10196,,
10197,,
10198,6.4,
10199,6.5,7.3
10200,4.7,
10201,5.2,
10202,,
10203,3.8,
10204,6.0,
10205,,
10206,,
10207,,
10208,5.4,
10209,3.9,2.1
10210,,
10211,7.6,
10212,7.9,
10213,3.7,
10214,7.1,7.2
10215,7.4,
10216,,
10217,4.9,
10218,6.6,
10219,7.8,
10220,9.0,
10221,7.8,7.5
10222,6.1,
10223,5.2,
10224,6.0,
10225,,
10226,,
10227,,
10228,6.7,
10229,,
10230,7.0,
10231,,
10232,6.9,6.5
10233,8.6,
10234,7.0,
10235,,
10236,,
10237,7.8,8.9
10238,7.9,
10239,8.5,
10240,5.8,
10241,6.8,
10242,8.6,
10243,,
10244,6.8,
10245,,
10246,,
10247,6.8,
10248,,
10249,6.9,
10250,,
10251,,
10252,,
10253,8.6,
10254,5.1,
10255,,
10256,7.0,6.5
10257,8.6,
10258,3.0,
10259,,
10260,6.2,7.1
10261,,
10262,,
10263,,
10264,,
10265,4.0,
10266,,
10267,3.5,
10268,8.8,
10269,8.6,
10270,3.9,
10271,7.2,7.6
10272,,
10273,5.8,
10274,6.1,
10275,,
10276,7.7,7.7
10277,8.3,
10278,6.5,
10279,,
10280,,
10281,,
10282,9.4,
10283,9.0,
10284,,
10285,,
10286,,
10287,,
10288,8.1,
10289,,
10290,,
10291,6.5,
10292,8.0,
10293,5.8,
10294,,
10295,,
10296,7.8,
10297,7.3,
10298,4.5,
10299,,
10300,,
10301,,
10302,,
10303,,
10304,,
10305,,
10306,5.1,
10307,,
10308,,
10309,7.2,
10310,,
10311,4.8,
10312,6.7,
10313,,
10314,,
10315,8.1,
10316,3.5,
10317,8.0,
10318,8.4,
10319,5.5,
10320,,
10321,,
10322,9.5,9.5
10323,,
10324,5.0,
10325,5.5,
10326,,
10327,,
10328,,
10329,,
10330,5.5,
10331,,
10332,,
10333,,
10334,7.9,
10335,,
10336,,
10337,,
10338,8.2,
10339,,
10340,5.2,
10341,5.3,
10342,,
10343,,
10344,7.0,
10345,,
10346,,
10347,,
10348,3.5,
10349,,
10350,6.8,6.3
10351,,
10352,6.8,
10353,,
10354,,
10355,6.7,4.6
10356,,
10357,,
10358,,
10359,7.6,7.0
10360,,
10361,7.7,
10362,3.1,
10363,6.2,
10364,6.9,
10365,,
10366,8.6,
10367,4.0,
10368,,
10369,,
10370,,
10371,,
10372,,
10373,,
10374,6.8,
10375,4.0,
10376,6.8,
10377,,
10378,,
10379,9.0,
10380,6.0,
10381,,
10382,5.0,
10383,5.8,
10384,,
10385,,
10386,3.3,
10387,7.8,
10388,,
10389,,
10390,8.0,7.7
10391,7.3,
10392,,
10393,,
10394,,
10395,8.0,7.6
10396,,
10397,,
10398,6.5,
10399,,
10400,,
10401,4.0,
10402,,
10403,,
10404,6.3,
10405,,
10406,,
10407,8.0,
10408,,
10409,,
10410,,
10411,7.5,7.5
10412,,
10413,,
10414,,
10415,,
10416,7.2,
10417,,
10418,8.4,6.7
10419,7.3,6.4
10420,8.0,
10421,6.0,
10422,9.7,
10423,7.8,
10424,,
10425,,
10426,,
10427,4.2,
10428,6.1,7.5
10429,,
10430,7.0,
10431,7.0,
10432,,
10433,,
10434,2.0,
10435,7.5,
10436,4.9,
10437,,
10438,7.5,
10439,4.6,
10440,,
10441,,
10442,,
10443,9.0,
10444,,
10445,8.0,
10446,,
10447,5.6,6.5
10448,,
10449,,
10450,,
10451,,
10452,,
10453,,
10454,,
10455,,
10456,,
10457,2.0,
10458,,
10459,,
10460,,
10461,6.2,
10462,5.1,
10463,,
10464,7.6,
10465,7.0,6.4
10466,,
10467,7.6,7.1
10468,,
10469,,
10470,5.5,
10471,,
10472,,
10473,7.6,7.2
10474,7.7,7.6
10475,,
10476,,
10477,6.6,7.9
10478,,
10479,6.3,
10480,,
10481,,
10482,,
10483,,
10484,,
10485,3.8,
10486,8.0,
10487,,
10488,3.0,
10489,,
10490,4.5,
10491,,
10492,6.7,7.5
10493,4.5,
10494,,
10495,,
10496,,
10497,3.5,7.9
10498,7.7,7.7
10499,,
10500,4.1,
10501,,
10502,,
10503,4.5,
10504,6.8,3.4
10505,7.1,
10506,,
10507,,
10508,,
10509,,
10510,6.5,
10511,6.0,7.5
10512,,
10513,,
10514,6.9,7.7
10515,8.1,
10516,6.2,
10517,7.1,6.8
10518,,
10519,,
10520,,
10521,,
10522,,
10523,6.4,
10524,,
10525,6.9,
10526,8.0,
10527,,
10528,,
10529,7.6,5.6
10530,,
10531,6.7,6.4
10532,7.0,
10533,,
10534,,
10535,,
10536,,
10537,7.8,
10538,6.0,
10539,7.0,
10540,8.3,
10541,9.0,
10542,8.3,
10543,5.6,
10544,7.5,7.0
10545,7.0,
10546,2.0,
10547,,
10548,5.9,
10549,8.3,
10550,7.0,
10551,,
10552,8.0,
10553,,
10554,,
10555,,
10556,8.0,
10557,,
10558,2.5,
10559,7.4,
10560,6.5,7.7
10561,,
10562,,
10563,6.0,
10564,,
10565,7.0,
10566,,
10567,3.0,
10568,,
10569,,
10570,,
10571,7.2,
10572,,
10573,,
10574,7.0,
10575,6.5,
10576,,
10577,,
10578,7.2,
10579,7.0,
10580,,
10581,,
10582,,
10583,,
10584,,
10585,8.5,7.7
10586,2.5,
10587,7.0,
10588,6.7,
10589,,
10590,7.7,
10591,,
10592,5.2,
10593,7.3,6.9
10594,,
10595,8.3,
10596,,
10597,,
10598,,
10599,,
10600,7.7,7.3
10601,5.0,
10602,,
10603,4.0,
10604,7.2,6.2
10605,,
10606,,
10607,,
10608,5.3,
10609,6.9,
10610,7.5,
10611,8.4,
10612,6.2,
10613,6.6,6.4
10614,6.3,
10615,4.4,
10616,,
10617,,
10618,7.3,7.7
10619,,
10620,7.8,5.0
10621,7.4,
10622,8.5,
10623,5.0,
10624,,
10625,,
10626,7.8,7.3
10627,2.8,3.0
10628,6.6,7.0
10629,7.4,
10630,,
10631,,
10632,,
10633,,
10634,,
10635,6.8,
10636,,
10637,4.0,
10638,4.0,
10639,,
10640,,
10641,5.0,
10642,,
10643,,
10644,8.0,
10645,,
10646,8.0,
10647,7.5,
10648,2.0,
10649,,
10650,,
10651,,
10652,,
10653,,
10654,,
10655,3.9,
10656,8.0,
10657,5.5,
10658,,
10659,,
10660,4.3,
10661,,
10662,8.5,
10663,,
10664,,
10665,,
10666,6.0,
10667,,
10668,,
10669,4.7,
10670,,
10671,,
10672,,
10673,7.6,
10674,,
10675,,
10676,8.7,
10677,6.3,
10678,4.8,
10679,,
10680,,
10681,2.0,5.1
10682,,
10683,,
10684,,
10685,7.5,
10686,,
10687,,
10688,,
10689,,
10690,6.0,
10691,,
10692,,
10693,,
10694,,
10695,,
10696,6.5,7.4
10697,,
10698,,
10699,8.3,
10700,3.0,
10701,8.7,
10702,8.6,5.4
10703,5.0,
10704,,
10705,7.0,
10706,,
10707,,
10708,,
10709,5.8,
10710,,
10711,5.2,
10712,8.3,
10713,,
10714,,
10715,,
10716,4.5,
10717,,
10718,,
10719,,
10720,8.3,7.1
10721,,
10722,6.5,
10723,,
10724,,
10725,,
10726,4.5,
10727,,
10728,9.0,
10729,,
10730,6.6,6.2
10731,6.0,
10732,,
10733,,
10734,5.0,
10735,7.2,5.2
10736,,
10737,,
10738,,
10739,5.2,
10740,5.4,3.8
10741,4.9,
10742,,
10743,,
10744,,
10745,5.2,
10746,,
10747,,
10748,,
10749,8.0,
10750,,
10751,,
10752,8.0,8.4
10753,7.1,7.0
10754,7.5,
10755,6.0,
10756,7.5,6.9
10757,,
10758,8.0,
10759,6.2,
10760,8.0,
10761,,
10762,,
10763,6.1,6.6
10764,,
10765,5.9,
10766,6.3,
10767,6.6,7.1
10768,,
10769,,
10770,,
10771,,
10772,5.5,6.8
10773,,
10774,8.1,7.3
10775,8.1,
10776,,
10777,6.3,
10778,,
10779,,
10780,8.0,
10781,6.8,
10782,7.1,
10783,,
10784,,
10785,,
10786,3.0,
10787,6.2,
10788,8.0,
10789,,
10790,,
10791,,
10792,7.5,
10793,,
10794,,
10795,7.0,
10796,,
10797,,
10798,,
10799,,
10800,8.0,
10801,,
10802,5.5,
10803,7.7,
10804,,
10805,8.3,
10806,7.2,7.7
10807,,
10808,,
10809,7.8,
10810,6.0,
10811,,
10812,4.8,
10813,5.3,
10814,,
10815,,
10816,,
10817,,
10818,7.6,7.7
10819,7.9,
10820,,
10821,6.2,6.5
10822,6.5,
10823,,
10824,7.0,
10825,3.0,
10826,6.3,
10827,,
10828,9.1,
10829,7.3,
10830,,
10831,,
10832,,
10833,6.0,5.6
10834,,
10835,4.1,
10836,5.0,
10837,2.5,
10838,,
10839,,
10840,,
10841,8.3,
10842,,
10843,6.8,
10844,,
10845,,
10846,,
10847,,
10848,,
10849,,
10850,,
10851,,
10852,7.0,
10853,,
10854,,
10855,7.5,6.9
10856,,
10857,,
10858,,
10859,,
10860,,
10861,,
10862,,
10863,5.7,6.9
10864,6.4,5.4
10865,7.6,
10866,6.9,6.7
10867,,
10868,,
10869,5.2,
10870,7.5,7.7
10871,6.0,
10872,,
10873,,
10874,7.4,6.8
10875,,
10876,,
10877,6.0,
10878,4.2,
10879,6.0,
10880,3.0,
10881,,
10882,,
10883,,
10884,,
10885,8.1,
10886,7.8,
10887,,
10888,5.4,
10889,,
10890,,
10891,,
10892,8.0,
10893,7.2,
10894,,
10895,,
10896,,
10897,,
10898,6.7,
10899,,
10900,8.3,8.2
10901,4.3,
10902,7.8,6.8
10903,,
10904,5.5,
10905,7.2,
10906,,
10907,7.8,
10908,7.0,
10909,,
10910,4.8,
10911,6.6,
10912,7.2,4.9
10913,6.5,
10914,,
10915,,
10916,1.0,
10917,7.8,
10918,,
10919,3.0,
10920,6.5,
10921,8.3,
10922,4.4,
10923,7.5,7.6
10924,,
10925,,
10926,7.3,
10927,6.5,
10928,,
10929,6.6,
10930,5.5,
10931,3.2,
10932,,
10933,,
10934,,
10935,,
10936,5.0,
10937,7.5,
10938,,
10939,6.1,
10940,8.0,
10941,7.1,7.5
10942,5.0,
10943,2.3,3.2
10944,,
10945,6.2,
10946,9.2,
10947,8.4,3.9
10948,6.4,
10949,7.0,
10950,6.4,
10951,,
10952,6.5,
10953,,
10954,5.7,
10955,,
10956,7.6,
10957,,
10958,8.0,7.1
10959,6.5,
10960,6.5,
10961,5.4,
10962,8.0,6.0
10963,,
10964,,
10965,5.8,
10966,7.0,
10967,7.7,
10968,,
10969,7.0,
10970,4.6,
10971,7.9,
10972,,
10973,6.8,7.2
10974,7.4,
10975,8.8,
10976,,
10977,7.5,
10978,,
10979,,
10980,,
10981,6.2,
10982,,
10983,8.0,
10984,4.3,
10985,,
10986,6.8,
10987,,
10988,,
10989,,
10990,5.9,6.1
10991,,
10992,,
10993,,
10994,,
10995,8.2,
10996,5.0,
10997,,
10998,,
10999,,
11000,,
11001,6.2,
11002,5.9,
11003,,
11004,7.5,
11005,7.0,
11006,,
11007,,
11008,,
11009,,
11010,,
11011,8.5,6.8
11012,,
11013,6.0,
11014,,
11015,,
11016,,
11017,,
11018,7.7,8.2
11019,,
11020,,
11021,,
11022,3.0,
11023,,
11024,,
11025,7.2,
11026,8.5,
11027,5.5,
11028,7.6,6.4
11029,,
11030,8.7,
11031,8.0,7.8
11032,7.0,
11033,5.5,
11034,,
11035,,
11036,,
11037,,
11038,,
11039,,
11040,,
11041,,
11042,,
11043,6.8,6.0
11044,6.4,
11045,7.2,
11046,,
11047,5.9,
11048,4.0,
11049,,
11050,6.3,
11051,,
11052,,
11053,9.2,8.2
11054,,
11055,,
11056,,
11057,,
11058,7.0,
11059,,
11060,9.0,
11061,,
11062,5.5,4.6
11063,6.8,
11064,,
11065,8.8,
11066,5.0,
11067,,
11068,,
11069,,
11070,,
11071,6.2,7.6
11072,,
11073,,
11074,7.9,
11075,,
11076,,
11077,6.3,
11078,,
11079,4.4,5.5
11080,,
11081,8.2,7.6
11082,8.1,
11083,8.0,7.6
11084,,
11085,,
11086,7.4,7.3
11087,6.0,
11088,6.7,
11089,,
11090,6.8,
11091,,
11092,,
11093,,
11094,,
11095,6.9,7.3
11096,,
11097,,
11098,,
11099,7.6,7.0
11100,,
11101,7.8,
11102,7.8,
11103,8.5,
11104,5.5,
11105,7.1,
11106,7.9,
11107,,
11108,,
11109,,
11110,5.5,
11111,,
11112,,
11113,7.9,
11114,,
11115,2.5,
11116,,
11117,,
11118,,
11119,,
11120,,
11121,6.0,
11122,,
11123,8.5,
11124,,
11125,,
11126,,
11127,6.6,
11128,,
11129,,
11130,,
11131,,
11132,7.9,
11133,,
11134,,
11135,6.0,
11136,7.6,
11137,,
11138,,
11139,,
11140,,
11141,7.1,7.0
11142,5.0,
11143,6.6,
11144,,
11145,,
11146,4.9,
11147,5.8,6.2
11148,,
11149,,
11150,7.0,
11151,7.1,6.5
11152,6.9,7.3
11153,,
11154,7.6,
11155,,
11156,5.0,5.0
11157,,
11158,5.5,
11159,7.9,7.1
11160,6.3,
11161,7.7,7.2
11162,,
11163,,
11164,7.0,6.9
11165,,
11166,5.8,7.4
11167,,
11168,,
11169,,
11170,8.2,8.5
11171,,
11172,,
11173,,
11174,,
11175,8.6,7.6
11176,,
11177,,
11178,5.7,
11179,,
11180,,
11181,4.5,
11182,6.0,
11183,,
11184,,
11185,,
11186,,
11187,,
11188,8.0,
11189,6.5,
11190,,
11191,,
11192,5.9,
11193,6.7,
11194,5.2,
11195,,
11196,,
11197,8.0,
11198,,
11199,,
11200,,
11201,,
11202,,
11203,6.0,
11204,,
11205,,
11206,,
11207,,
11208,,
11209,,
11210,,
11211,,
11212,,
11213,,
11214,7.0,7.1
11215,,
11216,,
11217,,
11218,,
11219,8.6,
11220,,
11221,,
11222,7.5,7.7
11223,3.4,
11224,6.5,
11225,,
11226,,
11227,,
11228,7.7,7.3
11229,,
11230,6.7,5.8
11231,,
11232,,
11233,5.1,
11234,,
11235,7.3,
11236,5.8,
11237,8.3,
11238,8.0,
11239,,
11240,,
11241,,
11242,,
11243,,
11244,6.5,
11245,8.5,
11246,,
11247,,
11248,7.4,7.3
11249,,
11250,,
11251,5.5,6.2
11252,,
11253,,
11254,,
11255,,
11256,,
11257,7.5,
11258,,
11259,6.2,
11260,,
11261,,
11262,7.1,
11263,7.3,
11264,,
11265,4.0,
11266,,
11267,6.3,7.2
11268,3.0,
11269,7.7,
11270,,
11271,6.0,
11272,,
11273,8.9,
11274,8.3,8.1
11275,,
11276,8.5,
11277,,
11278,,
11279,,
11280,6.4,
11281,7.0,
11282,,
11283,6.5,
11284,,
11285,,
11286,,
11287,8.0,
11288,6.6,7.5
11289,8.0,
11290,,
11291,8.5,
11292,,
11293,,
11294,9.5,
11295,,
11296,,
11297,,
11298,,
11299,,
11300,3.5,
11301,,
11302,7.2,
11303,,
11304,,
11305,8.5,6.1
11306,,
11307,,
11308,7.4,
11309,,
11310,,
11311,5.0,
11312,,
11313,,
11314,,
11315,7.4,
11316,6.7,
11317,8.8,
11318,8.8,
11319,8.0,7.6
11320,,
11321,,
11322,2.7,
11323,5.5,
11324,6.9,7.5
11325,,
11326,4.0,
11327,3.5,
11328,,
11329,,
11330,8.2,6.4
11331,,
11332,,
11333,6.5,
11334,,
11335,,
11336,8.2,
11337,,
11338,,
11339,3.5,5.4
11340,7.0,
11341,,
11342,,
11343,7.0,
11344,6.2,6.0
11345,,
11346,5.0,5.1
11347,3.0,
11348,,
11349,4.0,
11350,,
11351,6.6,
11352,5.6,
11353,7.0,
11354,,
11355,,
11356,,
11357,,
11358,5.6,
11359,7.0,7.4
11360,7.5,6.6
11361,,
11362,8.6,
11363,,
11364,,
11365,,
11366,,
11367,,
11368,,
11369,,
11370,,
11371,7.0,
11372,,
11373,,
11374,7.0,8.1
11375,,
11376,,
11377,,
11378,7.2,
11379,,
11380,,
11381,,
11382,3.0,
11383,6.9,
11384,6.7,
11385,,
11386,,
11387,8.0,
11388,,
11389,6.2,6.9
11390,,
11391,,
11392,7.0,
11393,,
11394,,
11395,5.8,
11396,8.1,8.7
11397,4.5,3.4
11398,7.7,
11399,,
11400,,
11401,,
11402,,
11403,,
11404,1.0,
11405,4.5,
11406,7.2,7.6
11407,,
11408,,
11409,6.7,8.4
11410,,
11411,,
11412,7.1,
11413,,
11414,5.0,
11415,,
11416,,
11417,8.5,8.0
11418,4.7,
11419,6.0,
11420,,
11421,6.7,
11422,,
11423,7.6,
11424,7.0,7.4
11425,,
11426,,
11427,,
11428,,
11429,,
11430,,
11431,,
11432,,
11433,,
11434,,
11435,,
11436,5.5,
11437,,
11438,8.9,
11439,,
11440,,
11441,,
11442,,
11443,7.6,
11444,7.8,
11445,5.5,
11446,,
11447,,
11448,,
11449,8.5,
11450,7.6,
11451,,
11452,,
11453,,
11454,,
11455,,
11456,,
11457,,
11458,6.7,
11459,6.6,6.0
11460,,
11461,,
11462,,
11463,7.5,
11464,7.7,
11465,6.0,
11466,,
11467,7.5,
11468,,
11469,,
11470,4.9,3.6
11471,,
11472,7.5,
11473,7.5,
11474,5.0,
11475,6.5,
11476,,7.7
11477,,
11478,,
11479,,
11480,8.0,
11481,5.0,
11482,8.0,7.8
11483,7.3,8.1
11484,5.4,
11485,,
11486,,
11487,7.9,
11488,,
11489,,
11490,,
11491,9.3,8.4
11492,7.3,7.1
11493,8.1,
11494,7.6,
11495,2.0,
11496,,
11497,6.5,
11498,4.8,
11499,4.5,
11500,,
11501,5.0,
11502,6.0,
11503,,
11504,,
11505,,
11506,7.8,
11507,,
11508,8.4,
11509,,
11510,7.0,
11511,,
11512,4.5,
11513,5.5,
11514,,
11515,8.0,
11516,,
11517,,
11518,,
11519,8.2,
11520,,
11521,,
11522,,
11523,6.4,
11524,,
11525,4.0,
11526,,
11527,,
11528,7.8,
11529,,
11530,,
11531,7.5,
11532,,
11533,7.5,
11534,3.6,
11535,,
11536,7.5,
11537,8.0,
11538,,
11539,3.5,
11540,5.8,
11541,,
11542,,
11543,2.2,
11544,,
11545,,
11546,4.0,
11547,,
11548,5.0,
11549,,
11550,8.1,7.6
11551,3.2,
11552,,
11553,,
11554,,
11555,,
11556,,
11557,,
11558,7.0,
11559,7.0,
11560,8.0,
11561,6.5,
11562,,
11563,,
11564,,
11565,,
11566,,
11567,,
11568,3.0,
11569,2.5,
11570,5.2,3.5
11571,,
11572,6.5,
11573,7.6,
11574,7.2,
11575,,
11576,,
11577,4.7,
11578,,
11579,,
11580,,
11581,8.3,8.3
11582,,
11583,,
11584,,
11585,7.1,7.7
11586,,
11587,,
11588,7.8,7.8
11589,4.5,
11590,8.4,
11591,8.6,
11592,,
11593,,
11594,5.8,3.5
11595,,
11596,,
11597,7.9,
11598,,
11599,4.0,
11600,,
11601,,
11602,,
11603,,
11604,7.5,7.4
11605,,
11606,4.7,5.0
11607,,
11608,,
11609,,
11610,,
11611,,
11612,,
11613,6.2,
11614,6.5,
11615,,
11616,4.8,
11617,,
11618,2.2,
11619,,
11620,8.4,
11621,,
11622,,
11623,6.4,
11624,,
11625,,
11626,,
11627,,
11628,7.0,
11629,4.9,
11630,4.0,
11631,7.9,
11632,,
11633,,
11634,,
11635,,
11636,5.7,
11637,6.7,
11638,,
11639,6.7,
11640,,
11641,5.0,
11642,5.5,
11643,6.7,
11644,6.5,
11645,6.9,
11646,4.0,
11647,,
11648,,
11649,6.1,
11650,,
11651,,
11652,6.8,
11653,,
11654,,
11655,,
11656,,
11657,,
11658,9.3,
11659,7.2,
11660,,
11661,,
11662,7.9,
11663,,
11664,,
11665,5.0,
11666,,
11667,,
11668,,
11669,,
11670,,
11671,8.8,
11672,5.0,
11673,7.5,
11674,,
11675,,
11676,,
11677,,
11678,,
11679,7.9,8.4
11680,8.3,8.8
11681,,
11682,,
11683,,
11684,6.5,
11685,8.0,
11686,,
11687,,
11688,7.7,
11689,,
11690,,
11691,,
11692,,
11693,7.4,
11694,,
11695,,
11696,,
11697,5.4,
11698,,
11699,6.2,
11700,7.8,
11701,6.8,
11702,5.4,
11703,6.5,
11704,5.6,
11705,5.2,
11706,,
11707,,
11708,6.0,
11709,5.0,
11710,8.2,
11711,,
11712,6.3,
11713,,
11714,8.3,7.9
11715,,
11716,5.0,
11717,7.1,7.7
11718,8.4,
11719,3.5,
11720,,
11721,,
11722,,
11723,7.3,6.4
11724,3.9,
11725,,
11726,8.4,
11727,5.4,
11728,4.8,
11729,,
11730,,
11731,4.9,
11732,,
11733,7.3,
11734,,
11735,7.3,
11736,,
11737,9.0,5.3
11738,,
11739,6.3,
11740,,
11741,4.9,
11742,,
11743,,
11744,,
11745,6.4,7.4
11746,,
11747,6.5,
11748,6.7,
11749,7.0,
11750,,
11751,,
11752,7.8,6.5
11753,6.0,
11754,,
11755,7.9,
11756,7.0,
11757,9.1,
11758,,
11759,8.0,
11760,,
11761,,
11762,,
11763,5.2,
11764,,
11765,,
11766,,
11767,3.0,
11768,5.1,
11769,,
11770,,
11771,7.4,7.3
11772,4.5,
11773,6.5,
11774,7.2,
11775,3.8,
11776,7.0,6.2
11777,8.3,
11778,6.8,
11779,,
11780,,
11781,8.2,
11782,,
11783,,
11784,,
11785,6.9,
11786,7.0,
11787,6.0,6.2
11788,3.3,
11789,6.8,
11790,4.8,
11791,,
11792,8.5,6.7
11793,8.0,
11794,5.0,
11795,,
11796,8.3,8.3
11797,8.0,6.7
11798,7.0,
11799,,
11800,7.4,
11801,,
11802,,
11803,,
11804,3.5,
11805,,
11806,,
11807,,
11808,4.7,
11809,,
11810,,
11811,,
11812,,
11813,,
11814,5.3,
11815,,
11816,,
11817,,
11818,6.0,
11819,4.5,
11820,,
11821,7.5,
11822,,
11823,,
11824,7.6,
11825,7.5,
11826,5.7,
11827,,
11828,8.6,6.5
11829,,
11830,,
11831,,
11832,,
11833,,
11834,,
11835,,
11836,6.8,
11837,,
11838,6.5,
11839,,
11840,,
11841,6.6,
11842,,
11843,,
11844,,
11845,,
11846,,
11847,,
11848,,
11849,,
11850,7.6,
11851,,
11852,,
11853,,
11854,4.7,
11855,,
11856,,
11857,6.0,
11858,,
11859,5.2,
11860,,
11861,,
11862,,
11863,,
11864,,
11865,7.7,
11866,,
11867,7.5,
11868,,
11869,5.0,
11870,,
11871,,
