game_id,critic_score,user_score
4697,6.3,
4698,,
4699,7.5,
4700,6.0,
4701,,
4702,9.3,8.6
4703,6.0,
4704,6.3,
4705,,
4706,8.9,
4707,,
4708,,
4709,,
4710,7.1,8.1
4711,8.0,
4712,6.4,
4713,,
4714,7.1,5.3
4715,8.0,
4716,8.0,
4717,7.7,4.6
4718,5.0,
4719,,
4720,7.0,
4721,5.1,
4722,7.0,
4723,,
4724,6.8,6.8
4725,4.8,
4726,7.1,
4727,6.9,7.2
4728,,
4729,8.2,
4730,8.4,
4731,,
4732,4.2,
4733,7.5,8.0
4734,7.1,
4735,8.0,
4736,6.0,
4737,8.0,
4738,,
4739,,
4740,7.8,
4741,,
4742,7.0,
4743,,
4744,,
4745,6.1,6.2
4746,7.2,6.4
4747,7.4,6.7
4748,,
4749,6.3,
4750,5.2,
4751,7.9,
4752,6.9,5.9
4753,,
4754,7.0,
4755,6.3,
4756,,
4757,4.5,
4758,7.9,6.0
4759,,
4760,,
4761,8.4,
4762,8.1,6.6
4763,,
4764,7.6,
4765,7.0,
4766,7.8,
4767,5.8,
4768,7.6,7.9
4769,,
4770,,
4771,7.0,6.2
4772,7.3,
4773,8.4,8.7
4774,,
4775,8.0,
4776,,
4777,8.0,
4778,,
4779,,
4780,4.8,
4781,7.3,8.3
4782,6.4,
4783,7.2,
4784,,
4785,,
4786,7.2,
4787,6.2,
4788,,
4789,7.2,
4790,6.8,7.0
4791,,
4792,8.0,
4793,6.0,
4794,8.2,
4795,8.8,
4796,4.5,
4797,7.8,
4798,7.0,
4799,,
4800,7.2,
4801,6.8,
4802,8.6,
4803,7.0,
4804,,
4805,8.4,
4806,,
4807,8.3,
4808,,
4809,6.3,
4810,7.0,
4811,5.6,
4812,8.2,
4813,7.0,
4814,6.0,
4815,7.4,
4816,,
4817,5.4,
4818,6.9,
4819,,
4820,8.5,
4821,7.9,
4822,7.9,
4823,,
4824,7.3,6.8
4825,3.8,
4826,,
4827,6.0,6.0
4828,,
4829,5.0,
4830,,
4831,9.0,
4832,7.0,
4833,8.7,
4834,,
4835,,
4836,,
4837,,
4838,,
4839,7.7,
4840,8.0,
4841,,
4842,7.1,7.6
4843,7.0,
4844,6.7,7.6
4845,5.3,
4846,8.0,
4847,7.5,
4848,,
4849,6.0,
4850,3.5,
4851,,
4852,,
4853,6.5,
4854,8.8,8.8
4855,6.5,
4856,5.0,
4857,7.0,
4858,6.4,4.5
4859,8.1,
4860,7.1,
4861,4.0,4.2
4862,8.1,
4863,9.0,
4864,9.5,
4865,6.9,
4866,5.9,
4867,7.8,
4868,5.6,
4869,8.4,
4870,9.1,7.1
4871,5.7,
4872,,
4873,7.0,
4874,6.0,
4875,,
4876,,
4877,,
4878,,
4879,4.5,
4880,6.8,
4881,9.0,
4882,8.4,
4883,,
4884,8.4,
4885,7.2,
4886,,
4887,5.0,
4888,7.0,
4889,,
4890,5.5,
4891,,
4892,7.5,
4893,8.0,
4894,,
4895,5.0,
4896,6.0,7.3
4897,4.0,
4898,,
4899,7.3,
4900,,
4901,6.9,
4902,8.0,
4903,6.2,
4904,7.5,
4905,,
4906,,
4907,7.0,5.4
4908,,
4909,8.8,
4910,7.4,6.5
4911,,
4912,5.7,
4913,,
4914,7.7,
4915,,
4916,,
4917,8.8,
4918,7.5,
4919,,
4920,7.4,
4921,5.0,3.5
4922,8.0,8.1
4923,,
4924,8.2,
4925,5.5,
4926,4.0,
4927,7.1,
4928,,
4929,,
4930,4.4,
4931,5.7,
4932,,
4933,8.7,
4934,7.6,
4935,,
4936,,
4937,,
4938,7.0,
4939,,
4940,6.3,
4941,,
4942,,
4943,,
4944,,
4945,,
4946,6.5,
4947,7.8,8.1
4948,,
4949,7.6,
4950,9.2,
4951,,
4952,,
4953,8.2,
4954,,
4955,6.3,
4956,6.7,
4957,8.2,
4958,3.8,
4959,,
4960,,
4961,,
4962,,
4963,7.2,
4964,7.8,
4965,,
4966,7.9,
4967,,
4968,,
4969,,
4970,7.7,
4971,,
4972,,
4973,6.7,
4974,,
4975,8.3,
4976,6.4,
4977,,
4978,7.5,
4979,,
4980,7.0,
4981,,
4982,7.4,
4983,7.4,
4984,7.8,
4985,6.5,9.2
4986,,
4987,6.7,
4988,,
4989,3.5,
4990,7.0,
4991,7.9,8.0
4992,,
4993,8.0,8.1
4994,,
4995,8.5,
4996,,
4997,,
4998,,
4999,8.9,
5000,,
5001,8.4,
5002,,
5003,6.5,
5004,,
5005,8.5,6.5
5006,8.3,
5007,8.7,
5008,8.4,
5009,8.1,
5010,,
5011,5.3,
5012,6.4,
5013,,
5014,,
5015,,
5016,6.0,
5017,7.3,
5018,,
5019,6.5,
5020,,
5021,,
5022,7.2,7.2
5023,7.5,
5024,9.0,
5025,6.0,
5026,,
5027,8.5,
5028,8.5,
5029,,
5030,8.2,
5031,,
5032,,
5033,7.8,
5034,8.1,
5035,8.1,
5036,6.6,
5037,7.5,
5038,,
5039,8.5,
5040,,
5041,7.7,
5042,6.4,
5043,,
5044,,
5045,,
5046,4.0,
5047,5.5,
5048,9.5,
5049,,
5050,8.2,7.6
5051,7.6,
5052,,
5053,7.5,
5054,,
5055,,
5056,5.9,
5057,8.5,7.5
5058,7.3,
5059,,
5060,8.8,
5061,7.1,
5062,,
5063,6.0,
5064,,
5065,8.3,
5066,7.6,4.3
5067,,
5068,8.3,
5069,8.5,
5070,,
5071,7.0,
5072,6.0,
5073,7.7,
5074,,
5075,,
5076,,
5077,8.5,
5078,7.1,
5079,7.6,
5080,7.7,7.3
5081,6.0,
5082,,
5083,,
5084,,
5085,2.0,
5086,,
5087,6.8,6.5
5088,5.4,
5089,8.3,
5090,6.2,
5091,9.0,8.5
5092,8.3,
5093,7.7,5.5
5094,,
5095,7.3,
5096,,
5097,8.3,
5098,,
5099,7.8,
5100,,
5101,,
5102,7.5,
5103,6.7,
5104,,
5105,8.0,
5106,9.0,8.5
5107,,
5108,6.8,
5109,7.8,6.9
5110,7.7,7.9
5111,,
5112,7.0,
5113,,
5114,,
5115,5.1,
5116,8.0,
5117,7.0,
5118,8.8,
5119,7.0,
5120,,
5121,7.6,
5122,,
5123,7.5,
5124,7.8,
5125,7.3,
5126,7.5,
5127,,
5128,,
5129,8.3,
5130,,
5131,5.3,
5132,,
5133,,
5134,9.1,
5135,7.5,
5136,4.0,
5137,,
5138,8.5,
5139,9.3,
5140,6.8,
5141,,
5142,,
5143,,
5144,8.3,
5145,,
5146,8.3,
5147,5.5,6.9
5148,,
5149,4.5,
5150,,
5151,,
5152,,
5153,,
5154,,
5155,7.8,
5156,5.1,
5157,6.0,
5158,7.8,7.5
5159,,
5160,,
5161,,
5162,7.0,
5163,7.1,
5164,,
5165,8.0,
5166,7.8,
5167,7.9,5.3
5168,8.2,7.1
5169,,
5170,,
5171,9.0,
5172,7.3,7.2
5173,,
5174,8.3,
5175,7.0,
5176,9.1,
5177,7.2,
5178,4.8,
5179,9.0,
5180,,
5181,,
5182,,
5183,8.2,
5184,8.6,
5185,,
5186,,
5187,,
5188,7.5,
5189,8.0,
5190,,
5191,,
5192,6.1,6.8
5193,,
5194,8.3,
5195,,
5196,9.0,
5197,,
5198,,
5199,6.3,
5200,7.1,
5201,8.2,
5202,6.5,
5203,9.1,
5204,,
5205,8.9,
5206,,
5207,,
5208,,
5209,8.0,
5210,7.5,4.4
5211,7.5,8.3
5212,8.2,9.1
5213,7.0,
5214,8.0,5.3
5215,6.5,
5216,7.0,
5217,7.8,
5218,7.0,
5219,6.3,
5220,6.2,
5221,6.0,
5222,9.1,
5223,,
5224,,
5225,7.0,
5226,6.3,6.6
5227,6.6,
5228,5.8,
5229,,
5230,5.3,
5231,,
5232,8.4,
5233,,
5234,6.5,
5235,9.0,8.2
5236,,
5237,,
5238,8.6,
5239,4.2,4.3
5240,6.6,
5241,3.5,
5242,8.5,
5243,6.0,
5244,3.0,
5245,8.7,
5246,7.5,7.3
5247,6.6,
5248,6.8,
5249,8.5,
5250,5.7,5.0
5251,,
5252,,
5253,,
5254,,
5255,2.0,
5256,8.4,
5257,7.6,
5258,,
5259,5.0,7.8
5260,,
5261,8.3,8.1
5262,8.8,
5263,8.1,
5264,,
5265,,
5266,,
5267,8.7,
5268,9.2,
5269,,
5270,7.5,
5271,,
5272,,
5273,7.1,
5274,7.0,
5275,,
5276,4.0,
5277,7.4,
5278,,
5279,6.5,
5280,7.4,
5281,,
5282,,
5283,,
5284,,
5285,5.9,3.1
5286,,
5287,7.3,
5288,,
5289,6.6,
5290,,
5291,,
5292,6.0,
5293,,
5294,6.0,
5295,,
5296,7.4,
5297,8.9,
5298,7.4,
5299,,
5300,7.6,6.9
5301,8.1,
5302,,
5303,8.0,
5304,8.5,
5305,7.5,
5306,8.0,7.4
5307,3.2,
5308,6.9,5.6
5309,8.6,6.9
5310,,
5311,,
5312,,
5313,,
5314,7.6,
5315,,
5316,6.7,
5317,7.8,
5318,8.0,
5319,,
5320,,
5321,8.6,4.6
5322,7.5,
5323,6.9,
5324,,
5325,8.0,
5326,7.2,
5327,,
5328,,
5329,8.6,
5330,7.8,
5331,8.3,
5332,8.0,
5333,,
5334,7.7,6.9
5335,,
5336,8.7,
5337,6.5,
5338,8.1,
5339,6.0,
5340,6.4,
5341,1.0,
5342,8.5,
5343,,
5344,7.8,
5345,,
5346,8.6,
5347,,
5348,8.3,
5349,,
5350,6.5,
5351,8.0,
5352,7.0,
5353,3.5,
5354,,
5355,,
5356,8.5,
5357,8.7,
5358,6.5,
5359,,
5360,,
5361,,
5362,7.8,
5363,7.8,
5364,7.0,
5365,,
5366,,
5367,8.3,7.5
5368,4.0,
5369,7.7,
5370,5.5,
5371,,
5372,4.9,
5373,7.6,
5374,,
5375,5.9,
5376,,
5377,3.8,
5378,,
5379,,
5380,5.9,
5381,,
5382,,
5383,,
5384,,
5385,,
5386,,
5387,,
5388,7.6,
5389,8.4,
5390,,
5391,8.7,
5392,7.8,
5393,,
5394,,
5395,9.1,
5396,9.2,
5397,,
5398,8.1,5.8
5399,7.5,
5400,7.0,9.1
5401,,
5402,,
5403,3.8,
5404,7.2,
5405,,
5406,8.2,
5407,,
5408,5.4,
5409,,
5410,5.5,
5411,,
5412,7.3,
5413,4.5,5.3
5414,6.5,
5415,,
5416,6.0,
5417,,
5418,7.8,
5419,7.0,
5420,8.6,
5421,,
5422,,
5423,,
5424,,
5425,7.0,
5426,,
5427,7.8,
5428,,
5429,7.0,
5430,7.2,5.7
5431,4.5,
5432,7.1,6.8
5433,,
5434,4.8,
5435,,
5436,6.9,7.5
5437,,
5438,7.8,
5439,8.3,9.0
5440,8.2,
5441,,
5442,8.3,8.5
5443,,
5444,8.0,
5445,,
5446,8.0,
5447,4.4,
5448,,
5449,6.6,
5450,,
5451,4.5,
5452,,
5453,,
5454,,
5455,8.2,
5456,6.3,
5457,4.9,
5458,4.5,
5459,,
5460,7.5,
5461,,
5462,,
5463,6.5,
5464,7.5,
5465,7.0,
5466,,
5467,,
5468,,
5469,7.7,
5470,,
5471,7.0,
5472,7.2,
5473,,
5474,,
5475,6.5,7.4
5476,6.3,
5477,,
5478,,
5479,7.6,
5480,8.8,
5481,,
5482,5.3,
5483,,
5484,,
5485,7.5,
5486,8.1,5.5
5487,,
5488,,
5489,6.4,
5490,,
5491,,
5492,8.0,
5493,,
5494,8.5,
5495,7.0,
5496,,
5497,,
5498,3.0,
5499,6.0,
5500,,
5501,8.4,
5502,,
5503,6.0,
5504,6.0,
5505,7.0,
5506,6.9,
5507,3.3,
5508,8.7,
5509,,
5510,,
5511,,
5512,6.8,
5513,9.3,
5514,5.0,
5515,5.8,
5516,7.6,
5517,7.0,
5518,8.1,
5519,,
5520,5.0,
5521,,
5522,9.2,8.3
5523,5.7,
5524,,
5525,,
5526,6.5,
5527,8.5,
5528,,
5529,,
5530,,
5531,,
5532,5.9,
5533,7.8,
5534,7.3,
5535,8.5,
5536,,
5537,,
5538,6.2,
5539,7.2,
5540,7.5,
5541,7.0,
5542,8.4,
5543,7.8,
5544,,
5545,,
5546,7.7,
5547,6.0,
5548,,
5549,,
5550,8.5,
5551,,
5552,,
5553,8.0,6.2
5554,7.8,
5555,7.9,
5556,,
5557,7.0,
5558,,
5559,8.4,
5560,6.9,
5561,8.2,8.3
5562,,
5563,8.1,6.9
5564,4.3,5.3
5565,,
5566,,
5567,7.5,
5568,8.0,
5569,8.6,
5570,,
5571,,
5572,,
5573,7.0,3.9
5574,6.8,7.3
5575,5.5,
5576,7.0,
5577,6.0,
5578,6.8,
5579,,
5580,,
5581,,7.0
5582,5.1,
5583,,
5584,,
5585,6.7,
5586,6.1,
5587,,
5588,7.3,5.8
5589,8.3,7.3
5590,,
5591,6.8,
5592,7.3,
5593,,
5594,7.7,3.8
5595,,
5596,6.5,
5597,7.8,
5598,,
5599,,
5600,8.4,
5601,,
5602,,
5603,7.5,
5604,9.4,
5605,8.0,
5606,9.0,
5607,8.2,
5608,,
5609,,
5610,6.0,
5611,7.4,7.2
5612,7.4,
5613,,
5614,,
5615,8.5,8.4
5616,6.0,
5617,,
5618,9.0,
5619,,
5620,6.1,
5621,8.5,
5622,,
5623,8.1,
5624,8.2,9.1
5625,,
5626,7.1,
5627,,
5628,7.4,
5629,,
5630,7.6,
5631,,
5632,5.4,7.8
5633,7.0,
5634,9.6,
5635,8.1,
5636,,
5637,7.4,
5638,7.0,
5639,,
5640,6.7,
5641,,
5642,8.0,
5643,,
5644,,
5645,,
5646,5.0,
5647,7.9,7.9
5648,,
5649,6.3,
5650,6.3,
5651,,
5652,7.8,7.9
5653,4.9,
5654,7.6,7.1
5655,7.9,8.2
5656,,
5657,,
5658,9.2,
5659,,
5660,,
5661,,
5662,7.7,
5663,8.0,
5664,,
5665,5.0,
5666,,
5667,,
5668,,
5669,,
5670,6.6,
5671,6.7,7.0
5672,7.8,
5673,8.8,
5674,8.2,
5675,5.2,
5676,,
5677,,
5678,,
5679,,
5680,5.8,
5681,6.0,
5682,7.4,
5683,,
5684,,
5685,4.2,
5686,6.5,
5687,5.3,7.8
5688,6.9,
5689,8.4,
5690,,
5691,,
5692,5.5,
5693,6.0,
5694,8.3,8.1
5695,5.0,
5696,8.2,
5697,6.5,
5698,,
5699,,
5700,,
5701,5.0,
5702,8.1,8.3
5703,,
5704,9.5,
5705,6.4,
5706,,
5707,,
5708,,
5709,9.5,
5710,2.8,
5711,5.7,
5712,7.6,8.1
5713,,
5714,6.7,
5715,6.6,
5716,6.4,
5717,9.0,
5718,,
5719,5.7,
5720,3.9,
5721,9.0,
5722,,
5723,,
5724,7.8,
5725,4.9,
5726,8.7,8.0
5727,7.9,
5728,,
5729,6.6,6.1
5730,4.8,
5731,7.0,
5732,7.5,6.9
5733,7.6,4.5
5734,5.2,
5735,,
5736,8.1,
5737,7.2,
5738,7.0,
5739,7.5,7.7
5740,,
5741,7.5,
5742,8.7,
5743,7.5,8.1
5744,7.9,
5745,7.5,
5746,7.5,
5747,4.5,
5748,,
5749,,
5750,,
5751,8.0,5.8
5752,,
5753,,
5754,,
5755,,
5756,7.5,
5757,,
5758,,
5759,,
5760,,
5761,,
5762,,
5763,8.0,
5764,,
5765,,
5766,,
5767,3.0,
5768,6.0,
5769,7.1,8.0
5770,2.8,
5771,,
5772,5.5,6.7
5773,7.9,
5774,,
5775,7.4,
5776,8.5,8.6
5777,5.1,
5778,8.6,
5779,7.6,
5780,,
5781,,
5782,6.0,
5783,8.4,
5784,6.3,
5785,8.7,
5786,6.0,
5787,6.7,
5788,,
5789,3.0,
5790,6.0,
5791,,
5792,,
5793,,
5794,6.2,7.6
5795,5.8,
5796,3.8,
5797,,
5798,7.3,
5799,7.3,
5800,7.8,
5801,,
5802,8.8,
5803,5.0,
5804,8.8,
5805,,
5806,,
5807,,
5808,,
5809,,
5810,,
5811,8.0,6.5
5812,5.4,
5813,,
5814,,
5815,6.5,4.0
5816,4.6,
5817,7.2,6.3
5818,,
5819,,
5820,,
5821,,
5822,,
5823,9.0,
5824,8.6,
5825,8.9,
5826,,
5827,,
5828,,
5829,8.3,
5830,8.1,4.5
5831,7.0,8.5
5832,6.9,
5833,,
5834,5.2,
5835,7.2,
5836,8.9,
5837,7.3,
5838,7.5,
5839,,
5840,8.1,
5841,7.6,7.3
5842,7.0,
5843,,
5844,,
5845,,
5846,,
5847,7.1,
5848,7.9,
5849,8.4,
5850,,
5851,5.5,
5852,7.8,5.3
5853,4.8,
5854,7.4,
5855,,
5856,,
5857,6.0,
5858,6.0,
5859,7.6,
5860,6.7,
5861,7.5,
5862,7.2,
5863,6.2,
5864,8.4,
5865,,
5866,,
5867,,
5868,6.2,
5869,8.1,
5870,,
5871,8.5,
5872,8.2,9.2
5873,8.0,
5874,7.9,
5875,7.6,
5876,7.5,
5877,8.2,6.2
5878,6.0,
5879,8.5,
5880,5.9,
5881,,
5882,3.0,
5883,,
5884,,
5885,3.5,
5886,8.7,8.0
5887,7.7,7.4
5888,6.9,6.0
5889,,
5890,4.9,
5891,7.2,
5892,,
5893,8.8,7.1
5894,4.0,
5895,,
5896,6.5,7.8
5897,,
5898,6.5,
5899,,
5900,8.1,
5901,,
5902,5.5,
5903,,
5904,5.5,6.4
5905,,
5906,7.9,
5907,6.1,
5908,,
5909,,
5910,6.3,
5911,8.0,
5912,9.0,
5913,,
5914,8.5,
5915,,
5916,,
5917,,
5918,8.1,
5919,8.5,
5920,6.3,5.4
5921,8.0,8.6
5922,,
5923,7.0,
5924,6.0,
5925,,
5926,8.0,
5927,,
5928,,
5929,,
5930,8.0,
5931,,
5932,5.5,
5933,7.7,7.2
5934,,
5935,,
5936,4.0,
5937,5.2,
5938,7.0,
5939,8.9,
5940,,
5941,,
5942,8.3,
5943,6.0,
5944,8.2,
5945,9.3,
5946,,
5947,,
5948,,
5949,6.1,
5950,8.0,
5951,,
5952,,
5953,,
5954,7.3,8.5
5955,,
5956,,
5957,,
5958,,
5959,8.0,8.5
5960,6.8,
5961,7.0,
5962,,
5963,,
5964,8.7,
5965,,
5966,3.9,
5967,,
5968,7.1,
5969,3.0,
5970,6.0,
5971,4.0,
5972,,
5973,6.3,
5974,,
5975,6.3,6.2
5976,8.5,
5977,8.0,
5978,5.6,
5979,,
5980,6.0,
5981,6.1,
5982,,
5983,4.6,
5984,,
5985,,
5986,7.8,5.8
5987,,
5988,,
5989,7.4,
5990,,
5991,6.5,6.1
5992,,
5993,7.9,
5994,,
5995,,
5996,8.0,8.2
5997,7.1,
5998,,
5999,,
6000,8.7,
6001,8.8,
6002,6.7,6.3
6003,5.0,7.0
6004,6.5,
6005,6.9,
6006,,
6007,2.5,
6008,,
6009,,
6010,8.2,
6011,,
6012,,
6013,7.4,
6014,7.9,
6015,6.2,
6016,,
6017,7.7,
6018,8.7,
6019,7.2,
6020,5.5,
6021,4.0,
6022,,
6023,7.1,
6024,7.4,5.6
6025,7.8,
6026,,
6027,7.4,
6028,6.7,
6029,7.5,7.2
6030,7.7,
6031,5.5,
6032,5.0,
6033,,
6034,,
6035,5.2,
6036,,
6037,,
6038,3.0,
6039,6.9,
6040,7.4,
6041,8.5,
6042,9.0,
6043,6.8,
6044,,
6045,7.2,7.3
6046,8.0,8.1
6047,8.4,6.7
6048,7.6,
6049,,
6050,,
6051,2.0,
6052,1.9,
6053,8.7,
6054,,
6055,8.3,
6056,8.3,
6057,8.0,8.4
6058,5.3,
6059,6.7,7.3
6060,,
6061,,
6062,8.0,
6063,7.5,
6064,6.2,
6065,,
6066,8.1,
6067,,
6068,,
6069,8.3,
6070,2.0,
6071,6.7,
6072,,
6073,,
6074,4.5,
6075,6.2,
6076,7.0,
6077,6.3,
6078,,
6079,,
6080,,
6081,7.4,
6082,6.5,
6083,,
6084,,
6085,7.5,
6086,,
6087,4.2,
6088,,
6089,,
6090,,
6091,6.3,
6092,9.6,
6093,,
6094,9.1,
6095,6.7,
6096,,
6097,7.7,5.0
6098,,
6099,7.7,
6100,8.0,8.7
6101,7.7,
6102,4.0,
6103,,
6104,7.2,7.2
6105,7.9,
6106,7.3,6.6
6107,6.8,
6108,,
6109,,
6110,8.5,
6111,6.3,
6112,,
6113,8.2,
6114,6.0,
6115,,
6116,7.4,
6117,,
6118,8.2,
6119,7.0,
6120,7.0,
6121,8.4,
6122,7.9,7.9
6123,7.0,
6124,,
6125,,
6126,,
6127,6.0,
6128,,
6129,9.0,
6130,8.0,
6131,8.0,
6132,,
6133,8.3,8.5
6134,8.0,
6135,7.5,
6136,7.7,
6137,6.7,
6138,,
6139,,
6140,8.0,
6141,,
6142,5.7,
6143,,
6144,,
6145,,
6146,7.2,
6147,8.0,7.1
6148,,
6149,7.2,
6150,,
6151,,
6152,,
6153,8.0,
6154,,
6155,8.6,
6156,9.0,8.5
6157,6.0,
6158,,
6159,7.1,7.4
6160,7.5,
6161,4.7,
6162,,
6163,,
6164,6.4,
6165,7.9,8.2
6166,5.0,
6167,7.7,
6168,5.3,
6169,5.0,
6170,5.9,
6171,,
6172,,
6173,,
6174,6.5,6.8
6175,,
6176,,
6177,,
6178,6.6,
6179,8.9,
6180,,
6181,7.5,
6182,4.5,
6183,4.9,
6184,7.0,
6185,,
6186,,
6187,,
6188,6.8,
6189,7.6,7.3
6190,9.0,
6191,6.3,
6192,7.0,
6193,4.8,
6194,,
6195,,
6196,6.0,
6197,7.6,
6198,7.8,
6199,7.0,
6200,8.2,7.0
6201,6.8,
6202,8.3,
6203,8.4,8.2
6204,6.6,
6205,6.5,
6206,,
6207,7.0,
6208,7.6,
6209,8.4,
6210,7.8,
6211,7.3,3.5
6212,,
6213,5.0,
6214,5.3,
6215,,
6216,6.3,
6217,7.0,
6218,,
6219,6.7,
6220,7.0,
6221,7.8,
6222,7.6,
6223,8.0,
6224,,
6225,,
6226,9.4,
6227,8.5,
6228,6.8,
6229,,
6230,8.5,
6231,7.4,
6232,,
6233,4.0,
6234,,
6235,8.4,
6236,6.0,
6237,5.5,
6238,7.3,7.3
6239,8.9,
6240,,
6241,6.9,
6242,,
6243,,
6244,,
6245,,
6246,6.9,5.0
6247,,
6248,7.5,
6249,8.6,
6250,,
6251,,
6252,9.0,8.3
6253,,
6254,7.8,
6255,7.4,
6256,7.5,7.3
6257,5.0,
6258,8.0,
6259,7.5,
6260,6.0,
6261,,
6262,7.8,
6263,8.0,
6264,7.0,7.7
6265,,
6266,7.9,
6267,7.0,
6268,,
6269,,
6270,7.5,
6271,5.9,6.9
6272,7.7,
6273,7.4,
6274,,
6275,,
6276,7.2,3.3
6277,,
6278,,
6279,8.8,
6280,,
6281,6.0,
6282,,
6283,7.1,
6284,,
6285,,
6286,8.3,
6287,,
6288,8.0,7.9
6289,8.4,
6290,,
6291,,
6292,7.2,
6293,,
6294,7.0,
6295,,
6296,,
6297,,
6298,8.7,
6299,,
6300,8.8,9.0
6301,,
6302,7.0,5.5
6303,,
6304,,
6305,3.0,
6306,,
6307,,
6308,6.3,
6309,6.6,
6310,,
6311,,
6312,4.0,7.0
6313,5.5,
6314,9.0,
6315,,
6316,,
6317,8.0,5.2
6318,,
6319,7.5,
6320,,
6321,,
6322,7.3,
6323,,
6324,7.0,
6325,,
6326,,
6327,,
6328,5.5,5.4
6329,8.3,
6330,7.8,
6331,6.5,
6332,,
6333,7.3,
6334,,
6335,4.5,
6336,,
6337,,
6338,6.6,
6339,7.7,
6340,7.1,
6341,4.5,
6342,8.0,
6343,7.1,
6344,,
6345,6.0,
6346,9.0,
6347,,
6348,,
6349,,
6350,,
6351,5.6,
6352,8.1,8.5
6353,,
6354,8.0,
6355,7.9,
6356,7.0,
6357,,
6358,7.7,
6359,9.4,
6360,,
6361,,
6362,,
6363,,
6364,6.8,
6365,8.9,8.4
6366,4.8,
6367,6.7,6.8
6368,5.2,
6369,,
6370,7.5,6.3
6371,,
6372,7.4,6.9
6373,,
6374,7.7,7.4
6375,6.7,
6376,7.5,
6377,6.0,
6378,,
6379,8.7,
6380,8.4,
6381,7.0,
6382,7.7,
6383,5.3,
6384,7.3,
6385,,
6386,6.9,
6387,7.6,
6388,5.5,6.8
6389,8.2,
6390,,
6391,,
6392,9.0,
6393,9.0,
6394,7.5,8.7
6395,8.4,
6396,,
6397,8.7,
6398,,
6399,8.1,6.7
6400,6.6,
6401,,
6402,5.3,
6403,7.0,
6404,5.5,
6405,,
6406,,
6407,6.8,
6408,,
6409,,
6410,8.1,
6411,,
6412,7.7,7.5
6413,,
6414,,
6415,,
6416,,
6417,,
6418,7.8,
6419,,
6420,8.2,
6421,,
6422,8.2,
6423,5.0,
6424,8.6,7.7
6425,,
6426,,
6427,,
6428,7.0,
6429,,
6430,,
6431,8.0,
6432,5.9,5.3
6433,6.8,
6434,8.9,
6435,7.8,
6436,6.6,
6437,,
6438,,
6439,,
6440,,
6441,2.1,
6442,,
6443,7.9,
6444,6.8,
6445,,
6446,,
6447,,
6448,7.5,
6449,7.8,
6450,,
6451,8.0,
6452,7.7,
6453,,
6454,8.2,
6455,,
6456,,
6457,5.8,
6458,3.8,5.6
6459,6.0,
6460,,
6461,,
6462,6.5,
6463,8.5,
6464,7.2,7.1
6465,,
6466,,
6467,8.6,
6468,8.3,
6469,2.9,
6470,4.5,
6471,,
6472,6.6,
6473,,
6474,7.9,
6475,7.8,
6476,,
6477,6.0,5.5
6478,,
6479,,
6480,7.3,
6481,6.0,
6482,7.3,
6483,,
6484,,
6485,,
6486,7.7,
6487,6.7,7.8
6488,7.4,
6489,7.9,
6490,6.0,
6491,5.6,4.8
6492,,
6493,5.5,
6494,8.0,7.8
6495,,
6496,,
6497,,
6498,,
6499,7.5,
6500,,
6501,,
6502,7.0,
6503,3.7,3.5
6504,,
6505,7.9,
6506,8.2,
6507,,
6508,7.0,
6509,,
6510,,
6511,,
6512,,
6513,5.0,
6514,6.7,
6515,7.9,
6516,,
6517,8.0,
6518,,
6519,,
6520,,
6521,,
6522,,
6523,,
6524,7.3,
6525,,
6526,6.6,
6527,,
6528,,
6529,,
6530,,
6531,3.0,
6532,,
6533,6.1,
6534,,
6535,,
6536,,
6537,,
6538,8.8,7.2
6539,5.3,
6540,,
6541,5.5,
6542,5.0,
6543,,
6544,6.0,
6545,,
6546,8.0,
6547,,
6548,,
6549,8.2,
6550,8.5,6.5
6551,,
6552,,
6553,7.2,
6554,,8.0
6555,,
6556,,
6557,8.8,
6558,8.5,
6559,7.5,
6560,,
6561,,
6562,,
6563,6.9,
6564,,
6565,6.2,
6566,,
6567,,
6568,5.7,
6569,8.6,8.4
6570,,
6571,7.8,
6572,8.0,
6573,,
6574,7.6,
6575,8.8,
6576,,
6577,8.0,6.5
6578,8.7,7.3
6579,,
6580,6.8,
6581,7.0,
6582,7.8,
6583,,
6584,5.3,
6585,6.0,
6586,,
6587,,
6588,3.4,
6589,3.1,
6590,,
6591,,
6592,,
6593,,
6594,,
6595,5.5,
6596,4.9,
6597,,
6598,7.8,
6599,3.0,
6600,7.8,7.1
6601,4.3,
6602,7.3,
6603,7.8,
6604,8.7,6.0
6605,3.9,
6606,7.0,
6607,7.2,
6608,,
6609,6.8,
6610,,
6611,,
6612,,
6613,,
6614,6.0,
6615,,
6616,,
6617,8.0,
6618,,
6619,8.1,
6620,3.0,
6621,7.8,
6622,7.4,
6623,,
6624,,
6625,6.7,
6626,6.7,7.6
6627,,
6628,,
6629,,
6630,,
6631,6.3,
6632,,
6633,8.0,5.7
6634,,
6635,,
6636,7.5,
6637,7.7,
6638,7.7,
6639,,
6640,,
6641,8.0,
6642,6.2,
6643,,
6644,6.5,
6645,,
6646,,
6647,5.3,
6648,,
6649,,
6650,7.0,
6651,6.8,
6652,4.2,
6653,4.5,
6654,8.5,
6655,,
6656,,
6657,,
6658,,
6659,4.0,
6660,,
6661,6.8,7.5
6662,6.4,
6663,7.6,
6664,6.6,
